playerID,yearID,nameLast,nameFirst,teamID,AB,H,B2,B3,HR,BB,IBB,HBP,SH,SF,salary,firstYR,careerYear,Allstar,TB,PA,SLG,OB,OBS,logS,earlyCareer,Allstar.next
abnersh01,1990,Abner,Shawn,SDN,184,45,9,0,1,9,1,2,2,1,105000,1988,3,FALSE,57,199,0.309782609,0.273195876,0.582978485,11.56171563,TRUE,FALSE
abnersh01,1991,Abner,Shawn,SDN,216,42,10,2,3,11,4,1,1,1,180000,1988,4,FALSE,65,234,0.300925926,0.212121212,0.513047138,12.10071213,TRUE,FALSE
abnersh01,1992,Abner,Shawn,CHA,208,58,10,1,1,12,2,3,2,3,297500,1988,5,FALSE,73,230,0.350961538,0.306306306,0.657267845,12.6031695,FALSE,FALSE
abreubo01,1997,Abreu,Bobby,HOU,188,47,10,2,3,21,0,1,0,0,150000,1997,1,FALSE,70,210,0.372340426,0.325358852,0.697699277,11.91839057,TRUE,FALSE
abreubo01,1998,Abreu,Bobby,PHI,497,155,29,6,17,84,14,0,4,4,180000,1997,2,FALSE,247,603,0.496981891,0.378151261,0.875133152,12.10071213,TRUE,FALSE
abreubo01,1999,Abreu,Bobby,PHI,546,183,35,11,20,109,8,3,0,4,4.00E+05,1997,3,FALSE,300,670,0.549450549,0.428355958,0.977806507,12.89921983,TRUE,FALSE
abreubo01,2000,Abreu,Bobby,PHI,576,182,42,10,25,100,9,1,0,3,2933333,1997,4,FALSE,319,689,0.553819444,0.398540146,0.95235959,14.89164988,TRUE,FALSE
abreubo01,2001,Abreu,Bobby,PHI,588,170,48,4,31,106,11,1,0,9,4983000,1997,5,FALSE,319,715,0.542517007,0.375886525,0.918403532,15.42154268,FALSE,FALSE
abreubo01,2002,Abreu,Bobby,PHI,572,176,50,6,20,104,9,3,0,6,6333333,1997,6,FALSE,298,694,0.520979021,0.395620438,0.916599459,15.6613372,FALSE,FALSE
abreubo01,2003,Abreu,Bobby,PHI,577,173,35,1,20,109,13,2,0,7,9100000,1997,7,FALSE,270,708,0.467937608,0.384835479,0.852773088,16.02378497,FALSE,TRUE
abreubo01,2004,Abreu,Bobby,PHI,574,173,47,1,30,127,10,5,0,7,10600000,1997,8,TRUE,312,723,0.543554007,0.407876231,0.951430238,16.17636456,FALSE,TRUE
abreubo01,2005,Abreu,Bobby,PHI,588,168,37,1,24,117,15,6,0,8,13100000,1997,9,TRUE,279,734,0.474489796,0.375,0.849489796,16.38812279,FALSE,FALSE
abreubo01,2006,Abreu,Bobby,PHI,548,163,41,2,15,124,6,3,2,9,13600000,1997,10,FALSE,253,692,0.461678832,0.414454277,0.876133109,16.42558035,FALSE,FALSE
abreubo01,2007,Abreu,Bobby,NYA,605,171,40,5,16,84,0,3,0,7,1.50E+07,1997,11,FALSE,269,699,0.444628099,0.370101597,0.814729696,16.52356076,FALSE,FALSE
abreubo01,2008,Abreu,Bobby,NYA,609,180,39,4,20,73,2,1,0,1,1.60E+07,1997,12,FALSE,287,686,0.471264368,0.366959064,0.838223432,16.58809928,FALSE,FALSE
abreubo01,2009,Abreu,Bobby,LAA,563,165,29,3,15,94,7,1,0,9,5.00E+06,1997,13,FALSE,245,674,0.435168739,0.379518072,0.814686811,15.42494847,FALSE,FALSE
abreubo01,2010,Abreu,Bobby,LAA,573,146,41,1,20,87,3,2,0,5,9.00E+06,1997,14,FALSE,249,670,0.434554974,0.346907994,0.781462968,16.01273514,FALSE,FALSE
abreubo01,2011,Abreu,Bobby,LAA,502,127,30,1,8,78,5,1,1,3,9.00E+06,1997,15,FALSE,183,590,0.364541833,0.341880342,0.706422175,16.01273514,FALSE,FALSE
abreubo01,2012,Abreu,Bobby,LAN,195,48,8,1,3,35,3,0,0,0,9.00E+06,1997,16,FALSE,67,233,0.343589744,0.343347639,0.686937383,16.01273514,FALSE,FALSE
abreuto01,2010,Abreu,Tony,ARI,193,45,11,1,1,4,0,0,0,4,407000,2010,1,FALSE,61,201,0.316062176,0.248730964,0.564793141,12.91656846,TRUE,FALSE
abreuto01,2013,Abreu,Tony,SFN,138,37,12,3,2,6,1,1,1,1,498000,2010,4,FALSE,61,148,0.442028986,0.289655172,0.731684158,13.11835536,TRUE,NA
ackledu01,2012,Ackley,Dustin,SEA,607,137,22,2,12,59,7,0,1,1,2100000,2012,1,FALSE,199,675,0.327841845,0.280832095,0.60867394,14.5574479,TRUE,FALSE
ackledu01,2013,Ackley,Dustin,SEA,384,97,18,2,4,37,1,1,4,1,2700000,2012,2,FALSE,131,428,0.341145833,0.315165877,0.65631171,14.80876233,TRUE,NA
adamsda02,2013,Adams,David,NYA,140,27,5,1,2,9,0,2,1,0,540000,2013,1,FALSE,40,152,0.285714286,0.241610738,0.527325024,13.19932442,TRUE,NA
adamsma01,2013,Adams,Matt,SLN,296,84,14,0,17,23,0,0,0,0,490000,2013,1,FALSE,149,319,0.503378378,0.335423197,0.838801576,13.10216067,TRUE,NA
adamsru01,2005,Adams,Russ,TOR,481,123,27,5,8,50,1,3,3,8,316000,2005,1,FALSE,184,546,0.382536383,0.323308271,0.705844653,12.66349749,TRUE,FALSE
adamsru01,2006,Adams,Russ,TOR,251,55,14,1,3,22,0,1,3,3,343000,2005,2,FALSE,80,280,0.3187251,0.282051282,0.600776382,12.74548573,TRUE,FALSE
agbaybe01,1999,Agbayani,Benny,NYN,276,79,18,3,14,32,4,3,0,3,2.00E+05,1999,1,FALSE,145,318,0.525362319,0.342948718,0.868311037,12.20607265,TRUE,FALSE
agbaybe01,2000,Agbayani,Benny,NYN,350,101,20,1,15,54,2,7,0,3,220000,1999,2,FALSE,168,416,0.48,0.376847291,0.856847291,12.30138283,TRUE,FALSE
agbaybe01,2001,Agbayani,Benny,NYN,296,82,14,2,6,36,0,5,1,1,260000,1999,3,FALSE,118,339,0.398648649,0.355421687,0.754070335,12.46843691,TRUE,FALSE
agbaybe01,2002,Agbayani,Benny,COL,117,24,5,0,4,10,0,0,0,1,6.00E+05,1999,4,FALSE,41,128,0.35042735,0.267716535,0.618143886,13.30468493,TRUE,FALSE
aguaylu01,1985,Aguayo,Luis,PHI,165,46,7,3,6,22,5,6,4,3,237000,1985,1,FALSE,77,205,0.466666667,0.328125,0.794791667,12.37581542,TRUE,FALSE
aguaylu01,1986,Aguayo,Luis,PHI,133,28,6,1,4,8,0,3,0,2,275000,1985,2,FALSE,48,146,0.360902256,0.255319149,0.616221405,12.52452638,TRUE,FALSE
aguaylu01,1987,Aguayo,Luis,PHI,209,43,9,1,12,15,1,5,3,2,325000,1985,3,FALSE,90,235,0.43062201,0.253333333,0.683955343,12.69158046,TRUE,FALSE
aguaylu01,1988,Aguayo,Luis,PHI,237,59,7,0,6,20,3,1,1,1,375000,1985,4,FALSE,84,263,0.35443038,0.292307692,0.646738072,12.8346813,TRUE,FALSE
aguaylu01,1989,Aguayo,Luis,CLE,97,17,4,1,1,7,0,2,3,3,275000,1985,5,FALSE,26,112,0.268041237,0.230769231,0.498810468,12.52452638,FALSE,FALSE
aguilch01,2005,Aguila,Chris,FLO,78,19,3,0,0,3,0,0,0,0,316000,2005,1,FALSE,22,81,0.282051282,0.271604938,0.55365622,12.66349749,TRUE,FALSE
aguilch01,2006,Aguila,Chris,FLO,95,22,8,1,0,9,1,0,0,0,327000,2005,2,FALSE,32,105,0.336842105,0.285714286,0.622556391,12.69771545,TRUE,FALSE
alfoned01,1995,Alfonzo,Edgardo,NYN,335,93,13,5,4,12,1,1,4,4,109000,1995,1,FALSE,128,357,0.382089552,0.298850575,0.680940127,11.59910316,TRUE,FALSE
alfoned01,1996,Alfonzo,Edgardo,NYN,368,96,15,2,4,25,2,0,9,5,180000,1995,2,FALSE,127,409,0.345108696,0.301265823,0.646374518,12.10071213,TRUE,FALSE
alfoned01,1997,Alfonzo,Edgardo,NYN,518,163,27,2,10,63,0,5,8,5,215000,1995,3,FALSE,224,599,0.432432432,0.388984509,0.821416942,12.27839331,TRUE,FALSE
alfoned01,1998,Alfonzo,Edgardo,NYN,557,155,28,2,17,65,1,3,2,3,1750000,1995,4,FALSE,238,631,0.427289048,0.35152488,0.778813928,14.37512635,TRUE,FALSE
alfoned01,1999,Alfonzo,Edgardo,NYN,628,191,41,1,27,85,2,3,1,9,2800000,1995,5,FALSE,315,728,0.501592357,0.383216783,0.88480914,14.84512998,FALSE,TRUE
alfoned01,2000,Alfonzo,Edgardo,NYN,544,176,40,2,25,95,1,5,0,6,4225000,1995,6,TRUE,295,651,0.542279412,0.421875,0.964154412,15.25652982,FALSE,FALSE
alfoned01,2001,Alfonzo,Edgardo,NYN,457,111,22,0,17,51,0,5,1,5,5750000,1995,7,FALSE,184,519,0.402625821,0.318897638,0.721523458,15.56471041,FALSE,FALSE
alfoned01,2002,Alfonzo,Edgardo,NYN,490,151,26,0,16,62,8,7,0,3,6200000,1995,8,FALSE,225,570,0.459183673,0.366071429,0.825255102,15.64005985,FALSE,FALSE
alfoned01,2003,Alfonzo,Edgardo,SFN,514,133,25,2,13,58,4,4,3,7,4.00E+06,1995,9,FALSE,201,590,0.391050584,0.324652778,0.715703361,15.20180492,FALSE,FALSE
alfoned01,2004,Alfonzo,Edgardo,SFN,519,150,26,1,11,46,2,5,2,4,6500000,1995,10,FALSE,211,578,0.40655106,0.342151675,0.748702735,15.68731273,FALSE,FALSE
alfoned01,2005,Alfonzo,Edgardo,SFN,368,102,17,1,2,27,1,2,1,4,7500000,1995,11,FALSE,127,403,0.345108696,0.323232323,0.668341019,15.83041358,FALSE,FALSE
alfoned01,2006,Alfonzo,Edgardo,LAA,50,5,1,0,0,2,0,0,0,0,8.00E+06,1995,12,FALSE,6,52,0.12,0.134615385,0.254615385,15.8949521,FALSE,FALSE
alfonel01,2007,Alfonzo,Eliezer,SFN,64,16,2,1,1,2,2,1,0,0,382000,2007,1,FALSE,23,69,0.359375,0.235294118,0.594669118,12.85317589,TRUE,FALSE
alicelu01,1993,Alicea,Luis,SLN,362,101,19,3,3,47,2,4,1,7,160000,1993,1,FALSE,135,423,0.372928177,0.355231144,0.72815932,11.98292909,TRUE,FALSE
alicelu01,1994,Alicea,Luis,SLN,205,57,12,5,5,30,4,3,1,3,650000,1993,2,FALSE,94,246,0.458536585,0.347280335,0.80581692,13.38472764,TRUE,FALSE
alicelu01,1995,Alicea,Luis,BOS,419,113,20,3,6,63,0,7,13,9,8.00E+05,1993,3,FALSE,157,511,0.374701671,0.365145228,0.739846899,13.59236701,TRUE,FALSE
alicelu01,1996,Alicea,Luis,SLN,380,98,26,3,5,52,9,5,4,6,750000,1993,4,FALSE,145,456,0.381578947,0.319727891,0.701306839,13.52782849,TRUE,FALSE
alicelu01,1997,Alicea,Luis,ANA,388,98,16,7,5,69,3,8,4,2,650000,1993,5,FALSE,143,474,0.368556701,0.356521739,0.72507844,13.38472764,FALSE,FALSE
alicelu01,1998,Alicea,Luis,TEX,259,71,15,3,6,37,0,5,4,3,750000,1993,6,FALSE,110,308,0.424710425,0.364864865,0.78957529,13.52782849,FALSE,FALSE
alicelu01,1999,Alicea,Luis,TEX,164,33,10,0,3,28,0,0,3,1,825000,1993,7,FALSE,52,196,0.317073171,0.317708333,0.634781504,13.62313867,FALSE,FALSE
alicelu01,2000,Alicea,Luis,TEX,540,159,25,8,6,59,1,5,7,7,750000,1993,8,FALSE,218,619,0.403703704,0.361666667,0.76537037,13.52782849,FALSE,FALSE
alicelu01,2001,Alicea,Luis,KCA,387,106,16,4,4,23,0,4,3,1,8.00E+05,1993,9,FALSE,142,418,0.366925065,0.314634146,0.681559211,13.59236701,FALSE,FALSE
alicelu01,2002,Alicea,Luis,KCA,237,54,8,2,1,32,1,1,3,0,8.00E+05,1993,10,FALSE,69,274,0.291139241,0.314814815,0.605954055,13.59236701,FALSE,FALSE
allanan01,1986,Allanson,Andy,CLE,293,66,7,3,1,14,0,1,11,4,60000,1986,1,FALSE,82,323,0.279863481,0.260586319,0.5404498,11.00209984,TRUE,FALSE
allanan01,1987,Allanson,Andy,CLE,154,41,6,0,3,9,0,0,4,5,75000,1986,2,FALSE,56,172,0.363636364,0.306748466,0.67038483,11.22524339,TRUE,FALSE
allanan01,1988,Allanson,Andy,CLE,434,114,11,0,5,25,2,3,8,4,102500,1986,3,FALSE,140,476,0.322580645,0.297180043,0.619760689,11.53761808,TRUE,FALSE
allanan01,1989,Allanson,Andy,CLE,323,75,9,1,3,23,2,4,6,3,235000,1986,4,FALSE,95,361,0.294117647,0.275862069,0.569979716,12.36734079,TRUE,FALSE
allanan01,1991,Allanson,Andy,DET,151,35,10,0,1,7,0,0,2,0,1.00E+05,1986,6,FALSE,48,160,0.317880795,0.265822785,0.58370358,11.51292546,FALSE,FALSE
allanan01,1995,Allanson,Andy,CAL,82,14,3,0,3,7,0,1,1,0,150000,1986,10,FALSE,26,91,0.317073171,0.235955056,0.553028227,11.91839057,FALSE,FALSE
allench01,1999,Allen,Chad,MIN,481,133,21,3,10,37,1,2,1,2,2.00E+05,1999,1,FALSE,190,524,0.395010395,0.325626204,0.720636599,12.20607265,TRUE,FALSE
allench01,2001,Allen,Chad,MIN,175,46,13,2,4,19,1,0,0,1,240000,1999,3,FALSE,75,196,0.428571429,0.328205128,0.756776557,12.3883942,TRUE,FALSE
allench01,2005,Allen,Chad,TEX,53,15,1,1,0,2,0,0,1,0,380000,1999,7,FALSE,18,56,0.339622642,0.309090909,0.648713551,12.84792653,FALSE,FALSE
allenje01,1996,Allensworth,Jermaine,PIT,229,60,9,3,4,23,0,4,2,2,109000,1996,1,FALSE,87,260,0.379912664,0.329365079,0.709277743,11.59910316,TRUE,FALSE
allenje01,1997,Allensworth,Jermaine,PIT,369,94,18,2,3,44,1,7,9,6,160000,1996,2,FALSE,125,436,0.338753388,0.330917874,0.669671262,11.98292909,TRUE,FALSE
allenje01,1998,Allensworth,Jermaine,PIT,360,98,20,3,5,28,0,12,8,1,260000,1996,3,FALSE,139,409,0.386111111,0.324742268,0.710853379,12.46843691,TRUE,FALSE
allenje01,1999,Allensworth,Jermaine,NYN,73,16,2,0,3,9,0,1,2,1,284000,1996,4,FALSE,27,86,0.369863014,0.304878049,0.674741062,12.55672952,TRUE,FALSE
allrebe01,1991,Allred,Beau,CLE,125,29,3,0,3,25,2,1,3,2,102500,1991,1,FALSE,41,158,0.328,0.342105263,0.670105263,11.53761808,TRUE,FALSE
almonbi01,1985,Almon,Bill,PIT,244,66,17,0,6,22,0,1,4,3,255000,1985,1,FALSE,101,274,0.413934426,0.330827068,0.744761494,12.44901882,TRUE,FALSE
almonbi01,1986,Almon,Bill,PIT,196,43,7,2,7,30,2,0,1,3,260000,1985,2,FALSE,75,232,0.382653061,0.311403509,0.69405657,12.46843691,TRUE,FALSE
almonbi01,1987,Almon,Bill,NYN,54,13,3,0,0,8,0,0,0,0,250000,1985,3,FALSE,16,62,0.296296296,0.338709677,0.635005974,12.4292162,TRUE,FALSE
alomaro01,1989,Alomar,Roberto,SDN,623,184,27,1,7,53,4,1,17,8,150000,1989,1,FALSE,234,706,0.375601926,0.342647059,0.718248985,11.91839057,TRUE,TRUE
alomaro01,1990,Alomar,Roberto,SDN,586,168,27,5,6,48,1,2,5,5,390000,1989,2,TRUE,223,647,0.380546075,0.338582677,0.719128752,12.87390202,TRUE,TRUE
alomaro01,1991,Alomar,Roberto,TOR,637,188,41,11,9,57,3,4,16,5,1300000,1989,3,TRUE,278,722,0.436420722,0.347202296,0.783623018,14.07787482,TRUE,TRUE
alomaro01,1992,Alomar,Roberto,TOR,571,177,27,8,8,87,5,5,6,2,2983333,1989,4,TRUE,244,676,0.42732049,0.390648567,0.817969057,14.90855169,TRUE,TRUE
alomaro01,1993,Alomar,Roberto,TOR,589,192,35,6,17,80,5,5,4,5,4933333,1989,5,TRUE,290,688,0.492359932,0.396142433,0.888502365,15.41152538,FALSE,TRUE
alomaro01,1994,Alomar,Roberto,TOR,392,120,25,4,8,51,2,2,7,3,5433334,1989,6,TRUE,177,457,0.451530612,0.379775281,0.831305893,15.5080635,FALSE,TRUE
alomaro01,1995,Alomar,Roberto,TOR,517,155,24,7,13,47,3,0,6,7,5500000,1989,7,TRUE,232,580,0.448742747,0.350970018,0.799712764,15.52025865,FALSE,TRUE
alomaro01,1996,Alomar,Roberto,BAL,588,193,43,4,22,90,10,1,8,12,4279379,1989,8,TRUE,310,709,0.527210884,0.396802326,0.92401321,15.26931846,FALSE,TRUE
alomaro01,1997,Alomar,Roberto,BAL,412,137,23,2,14,40,2,3,7,7,6354379,1989,9,TRUE,206,471,0.5,0.385462555,0.885462555,15.66465474,FALSE,TRUE
alomaro01,1998,Alomar,Roberto,BAL,588,166,36,1,14,59,3,2,3,5,6343771,1989,10,TRUE,246,660,0.418367347,0.341538462,0.759905808,15.66298394,FALSE,TRUE
alomaro01,1999,Alomar,Roberto,CLE,563,182,40,3,24,99,3,7,12,13,7049966,1989,11,TRUE,300,697,0.53285968,0.418045113,0.950904793,15.76853335,FALSE,TRUE
alomaro01,2000,Alomar,Roberto,CLE,610,189,40,2,19,64,4,6,11,6,7196656,1989,12,TRUE,290,701,0.475409836,0.367256637,0.842666473,15.78912703,FALSE,TRUE
alomaro01,2001,Alomar,Roberto,CLE,575,193,34,12,20,80,5,4,9,9,7750000,1989,13,TRUE,311,682,0.540869565,0.406060606,0.946930171,15.8632034,FALSE,FALSE
alomaro01,2002,Alomar,Roberto,NYN,590,157,24,4,11,57,4,1,6,1,7939664,1989,14,FALSE,222,659,0.376271186,0.322580645,0.698851832,15.88738151,FALSE,FALSE
alomaro01,2003,Alomar,Roberto,NYN,516,133,28,2,5,59,3,3,12,8,8.00E+06,1989,15,FALSE,180,601,0.348837209,0.326989619,0.675826829,15.8949521,FALSE,FALSE
alomaro01,2004,Alomar,Roberto,ARI,171,45,6,2,4,14,0,1,3,1,1.00E+06,1989,16,FALSE,67,190,0.391812865,0.318918919,0.710731784,13.81551056,FALSE,FALSE
alomasa02,1990,Alomar,Sandy,CLE,445,129,26,2,9,25,2,2,5,6,115000,1990,1,TRUE,186,485,0.417977528,0.322033898,0.740011426,11.65268741,TRUE,TRUE
alomasa02,1991,Alomar,Sandy,CLE,184,40,9,0,0,8,1,4,2,1,360000,1990,2,TRUE,49,200,0.266304348,0.243523316,0.509827664,12.79385931,TRUE,TRUE
alomasa02,1992,Alomar,Sandy,CLE,299,75,16,0,2,13,3,5,3,0,525000,1990,3,TRUE,97,323,0.324414716,0.26984127,0.594255986,13.17115354,TRUE,FALSE
alomasa02,1993,Alomar,Sandy,CLE,215,58,7,1,6,11,0,6,1,4,1300000,1990,4,FALSE,85,237,0.395348837,0.305309735,0.700658572,14.07787482,TRUE,FALSE
alomasa02,1994,Alomar,Sandy,CLE,292,84,15,1,14,25,2,2,0,1,2200000,1990,5,FALSE,143,322,0.489726027,0.335423197,0.825149225,14.60396792,FALSE,FALSE
alomasa02,1995,Alomar,Sandy,CLE,203,61,6,0,10,7,0,3,4,1,2550000,1990,6,FALSE,97,218,0.477832512,0.323809524,0.801642036,14.75160392,FALSE,TRUE
alomasa02,1996,Alomar,Sandy,CLE,418,110,23,0,11,19,0,3,2,2,2575000,1990,7,TRUE,166,444,0.397129187,0.295194508,0.692323695,14.76136009,FALSE,TRUE
alomasa02,1997,Alomar,Sandy,CLE,451,146,37,0,21,19,2,3,6,1,2600000,1990,8,TRUE,246,482,0.545454545,0.345338983,0.890793529,14.771022,FALSE,TRUE
alomasa02,1998,Alomar,Sandy,CLE,409,96,26,2,6,18,0,3,5,3,2725000,1990,9,TRUE,144,438,0.35207824,0.266978923,0.619057162,14.81797899,FALSE,FALSE
alomasa02,1999,Alomar,Sandy,CLE,137,42,13,0,6,4,0,0,1,2,2800000,1990,10,FALSE,73,144,0.532846715,0.326241135,0.85908785,14.84512998,FALSE,FALSE
alomasa02,2000,Alomar,Sandy,CLE,356,103,16,2,7,16,1,4,4,4,2700000,1990,11,FALSE,144,385,0.404494382,0.316353887,0.720848269,14.80876233,FALSE,FALSE
alomasa02,2001,Alomar,Sandy,CHA,220,54,8,1,4,12,1,2,3,2,2900000,1990,12,FALSE,76,240,0.345454545,0.278969957,0.624424503,14.88022129,FALSE,FALSE
alomasa02,2002,Alomar,Sandy,CHA,283,79,14,1,7,9,0,1,1,2,2500000,1990,13,FALSE,116,296,0.409893993,0.301369863,0.711263856,14.73180129,FALSE,FALSE
alomasa02,2003,Alomar,Sandy,CHA,194,52,12,0,5,4,0,0,5,1,7.00E+05,1990,14,FALSE,79,204,0.407216495,0.282828283,0.690044778,13.45883561,FALSE,FALSE
alomasa02,2004,Alomar,Sandy,CHA,146,35,4,0,2,11,2,2,3,2,7.00E+05,1990,15,FALSE,45,166,0.308219178,0.27672956,0.584948738,13.45883561,FALSE,FALSE
alomasa02,2005,Alomar,Sandy,TEX,128,35,7,0,0,5,0,1,3,0,550000,1990,16,FALSE,42,137,0.328125,0.30075188,0.62887688,13.21767356,FALSE,FALSE
alomasa02,2006,Alomar,Sandy,LAN,108,30,8,0,1,3,0,0,0,2,650000,1990,17,FALSE,41,113,0.37962963,0.297297297,0.676926927,13.38472764,FALSE,FALSE
alonsyo01,2012,Alonso,Yonder,SDN,549,150,39,0,9,62,9,3,1,4,1400000,2012,1,FALSE,216,628,0.393442623,0.327419355,0.720861978,14.15198279,TRUE,FALSE
alonsyo01,2013,Alonso,Yonder,SDN,334,94,11,0,6,32,5,2,0,7,1120000,2012,2,FALSE,123,380,0.368263473,0.326145553,0.694409026,13.92883924,TRUE,NA
aloumo01,1992,Alou,Moises,MON,341,96,28,2,9,25,0,1,5,5,110500,1992,1,FALSE,155,377,0.454545455,0.330601093,0.785146547,11.6127708,TRUE,FALSE
aloumo01,1993,Alou,Moises,MON,482,138,29,6,18,38,9,5,3,7,210000,1992,2,FALSE,233,544,0.48340249,0.315689981,0.799092471,12.25486281,TRUE,TRUE
aloumo01,1994,Alou,Moises,MON,422,143,31,5,22,42,10,2,0,5,1415000,1992,3,TRUE,250,481,0.592417062,0.369198312,0.961615374,14.16264009,TRUE,FALSE
aloumo01,1995,Alou,Moises,MON,344,94,22,0,14,29,6,9,0,4,3.00E+06,1992,4,FALSE,158,392,0.459302326,0.308707124,0.76800945,14.91412285,TRUE,FALSE
aloumo01,1996,Alou,Moises,MON,540,152,28,2,21,49,7,2,0,7,3050000,1992,5,FALSE,247,605,0.457407407,0.325503356,0.782910763,14.93065215,FALSE,TRUE
aloumo01,1997,Alou,Moises,FLO,538,157,29,5,23,70,9,4,0,7,4500000,1992,6,TRUE,265,628,0.492565056,0.353322528,0.845887584,15.31958795,FALSE,TRUE
aloumo01,1998,Alou,Moises,HOU,584,182,34,5,38,84,11,5,0,6,5020000,1992,7,TRUE,340,690,0.582191781,0.375552283,0.957744064,15.42894049,FALSE,FALSE
aloumo01,2000,Alou,Moises,HOU,454,161,28,2,30,52,4,2,0,9,5250000,1992,9,FALSE,283,521,0.623348018,0.409803922,1.033151939,15.47373863,FALSE,TRUE
aloumo01,2001,Alou,Moises,HOU,513,170,31,1,27,57,14,3,0,8,5250000,1992,10,TRUE,284,595,0.553606238,0.364726027,0.918332265,15.47373863,FALSE,FALSE
aloumo01,2002,Alou,Moises,CHN,484,133,23,1,15,47,4,0,0,3,6.00E+06,1992,11,FALSE,203,538,0.419421488,0.328971963,0.74839345,15.60727003,FALSE,FALSE
aloumo01,2003,Alou,Moises,CHN,565,158,35,1,22,63,7,7,0,3,9500000,1992,12,FALSE,261,645,0.461946903,0.337007874,0.798954777,16.06680236,FALSE,TRUE
aloumo01,2004,Alou,Moises,CHN,601,176,36,3,39,68,2,0,0,6,9500000,1992,13,TRUE,335,677,0.557404326,0.360655738,0.918060064,16.06680236,FALSE,TRUE
aloumo01,2005,Alou,Moises,SFN,427,137,21,3,19,56,1,3,0,4,7250000,1992,14,TRUE,221,491,0.517564403,0.396694215,0.914258618,15.79651203,FALSE,FALSE
aloumo01,2006,Alou,Moises,SFN,345,104,25,1,22,28,2,1,0,4,5827974,1992,15,FALSE,197,380,0.571014493,0.346666667,0.917681159,15.57817999,FALSE,FALSE
aloumo01,2007,Alou,Moises,NYN,328,112,19,1,13,27,5,2,0,3,7500000,1992,16,FALSE,172,365,0.524390244,0.372222222,0.896612466,15.83041358,FALSE,FALSE
aloumo01,2008,Alou,Moises,NYN,49,17,2,0,0,2,0,2,0,1,7500000,1992,17,FALSE,19,54,0.387755102,0.37254902,0.760304122,15.83041358,FALSE,FALSE
